Date,Close,Symbol
2022-06-06 00:00:00+03:00,8.039999961853027,TKNSA
2022-06-07 00:00:00+03:00,8.039999961853027,TKNSA
2022-06-08 00:00:00+03:00,7.460000038146973,TKNSA
2022-06-09 00:00:00+03:00,7.639999866485596,TKNSA
2022-06-10 00:00:00+03:00,7.570000171661377,TKNSA
2022-06-13 00:00:00+03:00,7.489999771118164,TKNSA
2022-06-14 00:00:00+03:00,7.400000095367432,TKNSA
2022-06-15 00:00:00+03:00,7.53000020980835,TKNSA
2022-06-16 00:00:00+03:00,7.349999904632568,TKNSA
2022-06-17 00:00:00+03:00,7.329999923706055,TKNSA
2022-06-20 00:00:00+03:00,7.239999771118164,TKNSA
2022-06-21 00:00:00+03:00,7.599999904632568,TKNSA
2022-06-22 00:00:00+03:00,7.690000057220459,TKNSA
2022-06-23 00:00:00+03:00,7.659999847412109,TKNSA
2022-06-24 00:00:00+03:00,7.590000152587891,TKNSA
2022-06-27 00:00:00+03:00,7.659999847412109,TKNSA
2022-06-28 00:00:00+03:00,7.610000133514404,TKNSA
2022-06-29 00:00:00+03:00,7.28000020980835,TKNSA
2022-06-30 00:00:00+03:00,7.239999771118164,TKNSA
2022-07-01 00:00:00+03:00,7.28000020980835,TKNSA
2022-07-04 00:00:00+03:00,7.070000171661377,TKNSA
2022-07-05 00:00:00+03:00,6.900000095367432,TKNSA
2022-07-06 00:00:00+03:00,6.980000019073486,TKNSA
2022-07-07 00:00:00+03:00,7.079999923706055,TKNSA
2022-07-08 00:00:00+03:00,7.119999885559082,TKNSA
2022-07-13 00:00:00+03:00,7.079999923706055,TKNSA
2022-07-14 00:00:00+03:00,7.119999885559082,TKNSA
2022-07-18 00:00:00+03:00,7.210000038146973,TKNSA
2022-07-19 00:00:00+03:00,7.289999961853027,TKNSA
2022-07-20 00:00:00+03:00,7.300000190734863,TKNSA
2022-07-21 00:00:00+03:00,7.260000228881836,TKNSA
2022-07-22 00:00:00+03:00,7.300000190734863,TKNSA
2022-07-25 00:00:00+03:00,7.369999885559082,TKNSA
2022-07-26 00:00:00+03:00,7.599999904632568,TKNSA
2022-07-27 00:00:00+03:00,7.889999866485596,TKNSA
2022-07-28 00:00:00+03:00,8.029999732971191,TKNSA
2022-07-29 00:00:00+03:00,8.25,TKNSA
2022-08-01 00:00:00+03:00,8.470000267028809,TKNSA
